Time,Temp1F,Temp2F,RH,Pres,AccX,AccZ
12010943,90.68,58.13,21.97,12.64,0.835,0.036
12011448,94.20,58.13,21.81,12.64,0.850,0.036
12011952,91.56,58.13,22.12,12.60,0.835,0.036
12012455,91.56,58.13,21.81,12.60,0.865,0.036
12012959,91.56,58.13,21.18,12.59,0.865,0.021
12013463,92.44,58.13,22.12,12.60,0.835,0.036
12013967,90.68,58.13,22.28,12.64,0.835,0.036
12014471,89.80,58.13,25.28,12.62,0.835,0.021
12014974,89.80,58.13,21.81,12.62,0.880,0.051
12015478,91.56,58.13,21.97,12.64,0.880,0.036
12015982,89.80,58.13,22.44,12.62,0.880,0.036
12016486,92.44,58.13,21.97,12.66,0.880,0.036
12016990,87.16,59.01,21.34,12.64,0.702,0.021
12017494,82.76,39.65,24.49,12.77,0.673,-0.098
12017997,92.44,49.33,22.44,12.81,0.821,0.036
12018501,93.32,59.01,20.70,12.44,0.673,-0.038
12019006,92.44,58.13,22.28,12.62,1.028,-0.083
12019510,90.68,61.65,22.28,12.55,0.924,0.051
12020014,89.80,59.01,21.81,12.66,0.880,0.036
12020517,90.68,58.13,21.97,12.59,0.850,0.036
12021021,90.68,58.13,21.81,12.60,0.850,0.021
12021525,89.80,59.01,21.97,12.62,0.865,0.036
12022029,90.68,59.01,21.97,12.62,0.850,0.036
12022533,93.32,59.01,21.81,12.62,0.835,0.036
12023036,93.32,59.01,21.65,12.62,0.865,0.036
12023540,90.68,59.01,21.97,12.62,0.850,0.051
12024044,92.44,59.01,23.07,12.64,0.865,0.036
12024548,92.44,59.01,21.97,12.64,0.850,0.036
12025052,84.52,61.65,21.18,12.68,0.747,-0.083
12025555,91.56,59.01,21.97,12.64,0.835,0.036
12026059,93.32,59.01,21.97,12.66,0.880,0.036
12026563,90.68,59.01,22.12,12.64,0.880,0.036
12027067,90.68,59.01,22.28,12.64,0.880,0.036
12027571,94.20,59.01,22.12,12.64,0.850,0.036
12028075,91.56,59.01,21.97,12.64,0.835,0.036
12028579,90.68,59.01,21.65,12.62,0.850,0.051
12029083,92.44,59.89,22.12,12.62,0.835,0.036
12029587,93.32,59.89,21.81,12.64,0.835,0.021
12030091,92.44,59.89,21.65,12.64,0.835,0.036
12030595,96.84,61.65,23.38,12.68,0.747,0.125
12031098,92.44,59.89,21.97,12.66,0.850,0.036
12031602,92.44,59.89,21.97,12.64,0.835,0.021
12032106,91.56,59.89,22.28,12.60,0.850,0.036
12032610,91.56,59.01,22.28,12.62,0.835,0.021
12033114,90.68,59.89,21.97,12.60,0.865,0.036
12033617,90.68,59.01,22.28,12.64,0.880,0.036
12034121,91.56,59.01,22.12,12.64,0.835,0.051
12034625,90.68,59.89,21.97,12.60,0.880,0.036
12035129,89.80,59.89,22.44,12.62,0.880,0.036
12035633,91.56,59.01,22.28,12.66,0.880,0.036
12036136,93.32,59.89,20.86,12.71,0.984,-0.246
12036641,123.23,83.64,25.12,12.57,1.161,-0.083
12037145,84.52,64.29,21.97,12.86,1.206,0.199
12037649,92.44,59.89,24.49,12.53,0.613,-0.172
12038153,91.56,59.89,22.44,12.64,0.791,0.287
12038657,89.80,59.89,22.44,12.60,0.850,0.051
12039160,90.68,59.89,21.81,12.64,0.850,0.036
12039664,89.80,59.89,22.28,12.66,0.865,0.036
12040168,90.68,59.89,22.12,12.64,0.895,0.036
12040672,88.04,59.01,21.49,12.68,0.673,-0.009
12041176,117.07,51.09,24.02,12.79,1.028,0.421
12041679,110.91,61.65,22.91,12.53,0.687,0.080
12042183,82.76,67.81,22.44,12.38,0.673,-0.157
12042687,95.96,60.77,21.97,12.68,1.235,0.273
12043191,91.56,59.01,22.12,12.64,0.910,0.317
12043696,93.32,59.89,22.12,12.60,0.850,0.051
12044199,93.32,59.89,22.44,12.64,0.880,0.036
12044703,92.44,59.89,22.60,12.62,0.835,0.036
12045207,89.80,59.89,22.28,12.59,0.865,0.021
12045711,91.56,59.89,21.97,12.62,0.835,0.051
12046215,90.68,59.89,22.28,12.59,0.880,0.051
12046718,90.68,59.01,22.12,12.60,0.880,0.036
12047222,91.56,59.01,22.44,12.64,0.835,0.036
12047726,89.80,59.01,21.97,12.64,0.850,0.036
12048230,92.44,59.01,22.44,12.62,0.880,0.051
12048734,93.32,59.01,21.65,12.60,0.835,0.036
12049238,93.32,59.01,21.34,12.59,0.880,0.036
12049741,93.32,59.01,21.49,12.59,0.865,0.036
12050245,90.68,59.01,22.12,12.60,0.880,0.036
12050749,90.68,59.01,22.28,12.60,0.880,0.036
12051253,92.44,58.13,21.81,12.66,0.850,0.036
12051757,91.56,58.13,21.65,12.62,0.835,0.036
12052261,90.68,59.01,21.65,12.60,0.835,0.036
12052765,90.68,59.01,21.65,12.62,0.850,0.036
12053269,93.32,58.13,21.81,12.64,0.835,0.036
12053773,94.20,58.13,21.65,12.62,0.835,0.021
12054277,90.68,58.13,22.12,12.60,0.850,0.036
12054780,90.68,58.13,21.34,12.62,0.850,0.036
12055284,90.68,58.13,21.97,12.64,0.835,0.051
12055788,94.20,58.13,21.81,12.68,0.880,0.036
12056292,91.56,59.01,22.28,12.62,0.835,0.021
12056796,90.68,58.13,21.81,12.62,0.880,0.021
12057299,92.44,59.01,21.65,12.51,0.821,-0.024
12057803,82.76,59.01,21.97,12.59,0.524,-0.394
12058307,119.71,77.48,24.65,12.66,1.058,-0.320
12058811,88.04,45.81,24.65,12.68,0.687,0.110
12059315,87.16,53.73,27.80,12.48,1.147,-0.290
12059819,92.44,59.01,22.44,12.62,0.658,-0.201
12060323,89.80,59.01,22.44,12.62,0.865,0.051
12060827,90.68,59.01,21.97,12.64,0.850,0.036
12061331,94.20,59.01,21.97,12.62,0.850,0.051
12061835,92.44,59.01,21.81,12.66,0.835,0.036
12062339,91.56,59.01,21.81,12.64,0.850,0.051
12062842,89.80,59.01,22.60,12.62,0.835,0.036
12063346,90.68,59.01,22.28,12.64,0.835,0.021
12063850,93.32,59.01,22.12,12.66,0.835,0.036
12064354,81.88,58.13,22.12,12.71,0.954,0.065
12064858,93.32,59.89,21.65,12.62,0.850,0.036
12065361,93.32,59.01,22.75,12.60,0.850,0.036
12065865,90.68,59.01,22.60,12.62,0.850,0.036
12066369,94.20,59.01,21.65,12.64,0.850,0.036
12066873,91.56,59.01,22.44,12.64,0.880,0.036
12067377,90.68,59.01,21.81,12.64,0.880,0.036
12067880,90.68,59.01,22.28,12.66,0.880,0.036
12068384,92.44,59.01,22.28,12.62,0.880,0.036
12068888,89.80,59.01,21.65,12.62,0.835,0.036
12069392,93.32,59.01,21.65,12.59,0.835,0.021
12069897,92.44,59.01,21.97,12.64,0.835,0.036
12070401,89.80,59.01,21.81,12.64,0.880,0.036
12070904,91.56,59.01,21.97,12.59,0.850,0.036
12071408,90.68,58.13,21.97,12.62,0.835,0.036
12071912,89.80,58.13,21.81,12.62,0.835,0.036
12072416,91.56,59.01,22.12,12.59,0.835,0.051
12072920,90.68,58.13,22.12,12.60,0.850,0.036
12073423,92.44,59.01,22.28,12.66,0.835,0.051
12073927,91.56,58.13,21.97,12.64,0.865,0.036
12074431,93.32,58.13,21.65,12.64,0.880,0.036
12074935,92.44,58.13,21.97,12.70,0.880,0.036
12075439,92.44,58.13,21.81,12.64,0.880,0.036
12075942,89.80,59.01,20.70,12.66,0.984,-0.024
12076446,67.81,61.65,23.23,12.82,0.599,0.139
12076950,124.99,53.73,23.70,12.71,0.628,-0.335
12077454,79.24,63.41,19.44,12.59,0.599,-0.038
12077959,92.44,59.01,21.97,12.62,0.835,0.021
12078462,92.44,59.01,22.12,12.64,0.850,0.036
12078966,91.56,59.01,21.65,12.59,0.835,0.036
12079470,91.56,59.01,22.28,12.60,0.850,0.036
12079974,91.56,59.01,22.12,12.60,0.865,0.036
12080478,96.84,59.89,22.75,12.64,0.791,-0.068
12080982,77.48,61.65,23.23,12.68,1.369,-0.349
12081485,110.91,53.73,24.02,12.66,1.191,-0.394
12081989,95.96,56.37,22.91,12.59,0.791,0.199
12082493,89.80,59.89,21.81,12.66,1.043,-0.364
12082997,89.80,59.89,22.12,12.64,0.880,0.036
12083501,90.68,59.89,22.12,12.60,0.880,0.036
12084004,91.56,59.01,21.34,12.64,0.910,0.036
12084508,90.68,59.89,22.28,12.60,0.865,0.036
12085012,89.80,59.89,22.12,12.62,0.880,0.036
12085516,93.32,59.89,22.28,12.64,0.835,0.036
12086021,89.80,59.89,22.44,12.64,0.835,0.036
12086524,81.88,58.13,21.65,12.53,0.880,-0.068
12087028,90.68,59.89,21.81,12.62,0.835,0.036
12087532,93.32,59.89,22.12,12.66,0.835,0.021
12088036,91.56,59.89,21.97,12.60,0.850,0.036
12088540,93.32,59.89,21.97,12.64,0.850,0.036
12089043,91.56,59.89,21.97,12.64,0.835,0.051
12089547,91.56,59.89,21.97,12.62,0.880,0.036
12090051,90.68,59.89,21.65,12.59,0.835,0.051
12090555,91.56,59.89,21.97,12.62,0.880,0.036
12091059,94.20,59.89,22.12,12.60,0.880,0.051
12091563,90.68,59.89,22.44,12.60,0.880,0.051
12092066,92.44,59.01,23.38,12.55,0.910,0.125
12092570,90.68,59.89,21.97,12.60,0.880,0.036
12093074,93.32,59.89,22.28,12.66,0.850,0.036
12093578,92.44,59.89,22.28,12.62,0.835,0.036
12094083,93.32,59.89,22.60,12.64,0.865,0.036
12094586,94.20,59.89,22.12,12.66,0.880,0.051
12095090,93.32,59.89,21.65,12.62,0.880,0.051
12095594,90.68,59.89,21.81,12.60,0.850,0.021
12096098,90.68,59.89,21.65,12.62,0.835,0.021
12096602,94.20,59.89,21.34,12.64,0.835,0.051
12097105,91.56,59.89,21.65,12.60,0.850,0.036
12097609,86.28,61.65,22.44,12.55,0.910,0.095
12098113,92.44,59.89,21.18,12.70,0.850,0.036
12098617,92.44,59.89,22.44,12.64,0.880,0.036
12099121,89.80,59.89,22.28,12.68,0.865,0.021
12099624,89.80,59.89,22.28,12.55,0.791,0.021
12100128,95.08,63.41,27.64,12.97,0.673,0.569
12100632,76.60,38.77,21.81,12.62,0.776,0.599
12101136,110.91,61.65,24.49,12.68,1.280,0.228
12101641,94.20,59.89,22.44,12.62,0.939,0.287
12102145,94.20,59.89,22.28,12.62,0.880,0.051
12102648,90.68,59.89,22.60,12.66,0.850,0.036
12103152,91.56,59.89,22.44,12.62,0.865,0.021
12103656,91.56,59.89,22.12,12.66,0.880,0.036
12104160,90.68,59.89,21.49,12.62,0.850,0.036
12104664,92.44,59.89,21.65,12.64,0.865,0.036
12105167,91.56,59.89,21.49,12.62,0.880,0.021
12105671,93.32,59.89,22.28,12.64,0.850,0.036
12106175,91.56,59.89,21.97,12.64,0.865,0.036
12106679,94.20,59.89,21.81,12.64,0.880,0.036
12107183,90.68,59.89,22.12,12.60,0.880,0.036
12107686,91.56,59.89,21.65,12.62,0.865,0.036
12108190,90.68,59.89,21.49,12.60,0.865,0.036
12108694,90.68,59.89,21.81,12.59,0.865,0.036
12109198,91.56,59.89,22.12,12.62,0.865,0.021
12109703,90.68,59.89,21.97,12.59,0.850,0.036
12110206,90.68,59.89,22.12,12.60,0.865,0.006
12110710,91.56,59.89,22.28,12.62,0.865,0.036
12111214,91.56,59.89,20.86,12.62,0.865,0.021
12111718,91.56,59.01,22.44,12.60,0.865,0.021
12112222,92.44,59.01,22.44,12.60,0.850,0.036
12112726,89.80,59.01,22.12,12.64,0.865,0.036
12113229,93.32,59.89,22.44,12.62,0.880,0.036
12113733,89.80,59.01,22.60,12.60,0.865,0.021
12114237,91.56,59.89,22.12,12.60,0.865,0.051
12114741,96.84,59.89,22.60,12.62,0.850,0.036
12115245,118.83,50.21,26.07,12.64,1.013,-0.231
12115748,116.19,59.01,26.85,12.38,0.850,-0.053
12116252,76.60,50.21,27.33,12.59,0.850,-0.261
12116756,90.68,59.89,21.49,12.49,0.599,0.213
12117260,89.80,59.89,21.65,12.64,0.924,0.139
12117765,91.56,59.89,22.28,12.64,0.835,0.021
12118268,93.32,59.89,22.28,12.62,0.835,0.021
12118772,94.20,59.89,22.12,12.68,0.880,0.051
12119276,92.44,59.89,21.81,12.64,0.850,0.021
12119780,92.44,59.89,22.12,12.62,0.835,0.036
12120284,87.16,61.65,22.12,12.73,0.835,-0.024
12120787,92.44,59.89,21.97,12.66,0.865,0.036
12121291,91.56,59.89,22.44,12.60,0.865,0.051
12121795,93.32,59.89,21.97,12.66,0.850,0.021
12122299,90.68,59.89,22.12,12.62,0.865,0.036
12122803,92.44,59.89,21.81,12.66,0.850,0.036
12123307,92.44,59.01,21.97,12.64,0.850,0.036
12123810,91.56,59.01,21.81,12.66,0.850,0.021
12124314,91.56,59.01,21.34,12.62,0.850,0.036
12124818,93.32,59.89,22.44,12.64,0.895,0.036
12125323,92.44,59.89,22.12,12.59,0.865,0.051
12125827,93.32,59.89,22.12,12.64,0.880,0.036
12126330,92.44,59.89,21.49,12.64,0.850,0.036
12126834,91.56,59.89,22.28,12.59,0.865,0.021
12127338,94.20,59.89,22.75,12.64,0.880,0.036
12127842,92.44,59.89,22.12,12.62,0.850,0.036
12128346,91.56,59.89,22.28,12.59,0.865,0.021
12128849,91.56,59.89,21.81,12.60,0.865,0.021
12129353,91.56,59.89,21.97,12.59,0.865,0.036
12129857,89.80,59.89,21.81,12.64,0.850,0.036
12130361,93.32,59.89,22.12,12.64,0.865,0.036
12130865,92.44,59.89,22.12,12.64,0.850,0.036
12131368,91.56,59.89,22.91,12.60,0.865,0.021
12131872,91.56,59.89,22.28,12.59,0.865,0.021
12132376,90.68,59.89,21.97,12.62,0.850,0.036
12132881,94.20,59.89,21.97,12.44,0.954,-0.068
12133385,81.88,59.01,21.34,12.97,0.998,-0.127
12133889,115.31,50.21,27.80,12.49,0.806,-0.038
12134392,91.56,59.89,24.49,12.66,1.235,-0.320
12134896,92.44,59.01,21.81,12.60,0.776,-0.364
12135400,90.68,59.01,22.12,12.62,0.835,0.036
12135904,90.68,59.01,22.12,12.62,0.865,0.036
12136408,91.56,59.89,22.12,12.60,0.880,0.021
12136911,88.92,59.89,22.60,12.70,0.924,-0.068
12137415,91.56,59.01,21.81,12.64,0.865,0.036
12137919,92.44,59.01,21.49,12.62,0.895,0.051
12138423,91.56,59.01,22.12,12.64,0.880,0.051
12138927,89.80,59.01,21.81,12.64,0.865,0.021
12139430,93.32,59.01,22.12,12.64,0.865,0.036
12139934,94.20,59.01,21.34,12.64,0.850,0.021
12140438,91.56,59.01,21.97,12.64,0.850,0.036
12140942,92.44,59.01,22.60,12.62,0.865,0.036
12141447,92.44,59.01,21.65,12.62,0.865,0.036
12141950,91.56,59.01,21.65,12.59,0.850,0.036
12142454,81.88,61.65,23.23,12.70,0.850,0.110
12142958,91.56,59.01,21.81,12.60,0.850,0.036
12143462,90.68,59.01,22.28,12.64,0.850,0.051
12143966,90.68,59.01,21.65,12.62,0.850,0.036
12144470,92.44,59.01,22.12,12.66,0.880,0.036
12144973,91.56,59.01,22.12,12.60,0.850,0.036
12145477,92.44,59.01,21.81,12.64,0.850,0.036
12145981,91.56,59.01,21.81,12.64,0.865,0.036
12146485,92.44,58.13,21.81,12.64,0.880,0.036
12146989,90.68,58.13,21.81,12.62,0.895,0.036
12147492,90.68,59.01,21.81,12.64,0.880,0.036
12147996,97.72,59.89,23.23,12.57,0.791,-0.068
12148500,92.44,59.01,21.65,12.60,0.880,0.051
12149004,92.44,59.01,22.44,12.60,0.865,0.036
12149508,93.32,59.01,21.65,12.62,0.865,0.036
12150011,95.08,59.01,21.97,12.62,0.850,0.036
12150516,94.20,59.01,21.65,12.62,0.850,0.036
12151020,92.44,59.01,21.81,12.64,0.880,0.036
12151524,91.56,59.01,22.28,12.59,0.850,0.021
12152028,88.04,59.01,20.55,12.62,0.821,-0.068
12152531,98.60,63.41,22.91,12.38,0.673,-0.068
12153035,86.28,48.45,29.69,12.44,0.791,-0.098
12153539,94.20,63.41,24.02,12.62,1.028,0.406
12154043,94.20,59.01,24.49,12.48,1.117,-0.394
12154547,92.44,59.01,21.34,12.64,0.969,0.421
12155051,94.20,59.01,21.34,12.60,0.880,0.051
12155554,94.20,59.01,21.49,12.62,0.880,0.036
12156058,91.56,59.01,21.49,12.62,0.850,0.021
12156562,91.56,59.01,22.28,12.60,0.880,0.036
12157066,90.68,59.01,21.97,12.64,0.850,0.036
12157570,91.56,59.01,21.81,12.64,0.865,0.036
12158073,94.20,59.01,22.12,12.64,0.850,0.036
12158577,92.44,59.01,21.65,12.66,0.880,0.036
12159081,94.20,61.65,22.91,12.51,0.761,-0.038
12159586,94.20,59.01,21.81,12.64,0.865,0.051
12160090,91.56,59.01,22.28,12.57,0.835,0.036
12160593,92.44,59.01,21.97,12.62,0.865,0.021
12161097,90.68,59.01,21.34,12.62,0.850,0.036
12161601,91.56,59.01,21.49,12.59,0.865,0.021
12162105,92.44,59.01,21.97,12.60,0.865,0.036
12162609,90.68,59.01,21.97,12.64,0.850,0.036
12163112,90.68,59.01,21.65,12.64,0.865,0.036
12163616,90.68,59.01,22.12,12.60,0.850,0.021
12164120,92.44,59.01,21.97,12.64,0.850,0.036
12164624,90.68,59.01,22.12,12.64,0.880,0.051
12165128,92.44,59.01,22.44,12.62,0.865,0.036
12165632,94.20,59.89,21.81,12.62,0.865,0.036
12166135,91.56,59.01,22.28,12.62,0.865,0.036
12166639,91.56,59.01,21.97,12.62,0.850,0.036
12167143,94.20,59.89,21.97,12.60,0.895,0.021
12167647,94.20,59.89,22.28,12.60,0.865,0.036
12168151,93.32,59.89,21.97,12.64,0.880,0.036
12168655,90.68,59.01,21.81,12.64,0.880,0.036
12169159,91.56,59.01,21.81,12.59,0.865,0.021
12169663,91.56,59.01,21.49,12.60,0.835,0.036
12170167,91.56,59.89,22.28,12.62,0.865,0.051
12170671,91.56,59.01,22.28,12.60,0.865,0.036
12171174,92.44,59.01,22.60,12.57,0.791,0.036
12171678,91.56,59.01,22.12,12.59,0.658,-0.409
12172182,82.76,70.45,27.17,12.68,0.791,0.080
12172686,94.20,59.01,23.07,12.82,0.776,0.080
12173190,94.20,59.01,21.02,12.49,0.910,-0.261
12173693,91.56,59.01,21.49,12.60,0.791,0.139
12174197,90.68,59.01,21.81,12.62,0.865,0.036
12174701,91.56,59.01,21.97,12.64,0.850,0.036
12175205,91.56,59.01,21.65,12.62,0.835,0.051
12175709,90.68,59.01,22.28,12.64,0.865,0.036
12176212,95.96,61.65,22.44,12.60,0.791,-0.083
12176716,94.20,59.89,22.28,12.60,0.865,0.036
12177221,94.20,59.89,21.81,12.62,0.865,0.021
12177725,92.44,59.01,21.65,12.64,0.895,0.036
12178229,90.68,59.01,22.28,12.66,0.880,0.036
12178733,94.20,59.01,22.44,12.60,0.865,0.036
12179236,91.56,59.89,22.28,12.62,0.865,0.021
12179740,92.44,59.01,21.97,12.60,0.850,0.021
12180244,91.56,59.89,21.34,12.62,0.850,0.021
12180748,91.56,59.01,21.81,12.64,0.865,0.036
12181252,90.68,59.01,21.34,12.64,0.850,0.036
12181755,91.56,59.01,21.81,12.64,0.880,0.036
12182259,93.32,59.01,21.65,12.62,0.865,0.051
12182763,91.56,59.01,21.49,12.62,0.850,0.036
12183267,91.56,59.01,22.28,12.64,0.850,0.036
12183771,91.56,59.01,21.97,12.62,0.850,0.036
12184274,94.20,59.01,21.81,12.64,0.865,0.036
12184778,93.32,59.01,21.34,12.64,0.880,0.036
12185282,92.44,59.01,22.12,12.64,0.895,0.036
12185787,93.32,59.01,22.28,12.66,0.865,0.036
12186291,89.80,59.01,21.81,12.62,0.865,0.036
12186795,91.56,59.01,21.34,12.62,0.865,0.021
12187298,94.20,59.01,21.81,12.62,0.880,0.036
12187802,90.68,59.01,22.12,12.70,0.880,0.036
12188306,91.56,59.01,21.81,12.60,0.865,0.021
12188810,97.72,59.01,20.86,12.66,0.791,0.125
12189314,73.96,63.41,21.18,12.70,0.998,-0.053
12189817,91.56,59.01,22.75,12.37,0.791,-0.024
12190321,117.95,49.33,24.17,12.40,1.354,0.510
12190825,89.80,59.01,24.33,12.75,0.791,0.036
12191329,76.60,63.41,22.28,12.53,0.880,-0.024
12191833,96.84,46.69,24.65,12.64,0.865,0.599
12192336,64.29,25.58,23.86,12.68,0.747,-0.083
12192840,98.60,63.41,26.38,12.68,0.436,-0.261
12193344,91.56,58.13,21.49,12.70,0.806,-0.112
12193849,91.56,58.13,21.02,12.64,0.865,-0.142
12194353,92.44,58.13,21.97,12.60,0.880,0.051
12194856,91.56,58.13,21.18,12.60,0.880,0.036
12195360,94.20,58.13,21.49,12.64,0.895,0.021
12195864,92.44,58.13,21.65,12.62,0.880,0.051
12196368,91.56,58.13,21.65,12.64,0.895,0.036
12196872,94.20,58.13,20.70,12.64,0.880,0.036
12197376,92.44,58.13,21.97,12.68,0.880,0.021
12197879,94.20,58.13,21.97,12.64,0.865,0.036
12198383,81.88,59.89,22.28,12.68,0.924,0.006
12198887,91.56,58.13,22.60,12.64,0.850,0.036
12199391,92.44,58.13,21.97,12.66,0.865,0.021
12199895,93.32,58.13,21.97,12.66,0.865,0.036
12200398,94.20,58.13,22.75,12.59,0.865,0.036
12200902,91.56,58.13,21.97,12.60,0.865,0.036
12201406,94.20,58.13,21.65,12.60,0.865,0.036
12201910,91.56,57.25,21.34,12.59,0.865,0.021
12202415,91.56,57.25,21.65,12.66,0.865,0.036
12202918,95.08,57.25,21.49,12.64,0.880,0.036
12203422,94.20,57.25,21.49,12.66,0.865,0.036
12203926,94.20,59.89,22.12,12.59,0.910,-0.024
12204430,94.20,57.25,21.49,12.66,0.865,0.036
12204934,92.44,58.13,21.81,12.60,0.865,0.036
12205437,92.44,58.13,22.12,12.62,0.865,0.051
12205941,91.56,58.13,21.81,12.60,0.865,0.051
12206445,92.44,57.25,21.81,12.62,0.865,0.036
12206949,95.96,57.25,20.70,12.68,0.821,-0.038
12207453,81.88,61.65,21.97,12.86,0.761,-0.438
12207956,120.59,81.88,22.12,12.71,0.776,-0.083
12208460,88.04,75.72,25.59,12.53,0.880,-0.038
12208964,80.12,61.65,18.18,12.86,0.939,0.332
12209469,90.68,58.13,22.12,12.55,0.776,0.065
12209973,90.68,57.25,21.97,12.59,0.865,0.080
12210477,92.44,57.25,21.97,12.60,0.865,0.036
12210980,91.56,57.25,21.34,12.62,0.865,0.021
12211484,91.56,58.13,21.18,12.60,0.865,0.021
12211988,92.44,58.13,22.28,12.64,0.865,0.021
12212492,92.44,58.13,21.97,12.60,0.865,0.021
12212996,91.56,57.25,21.97,12.59,0.865,0.036
12213499,93.32,57.25,21.49,12.62,0.865,0.036
12214003,90.68,57.25,21.97,12.62,0.865,0.036
12214507,94.20,57.25,21.34,12.59,0.880,0.021
12215011,98.60,55.49,22.60,12.66,0.835,-0.068
12215515,94.20,57.25,21.65,12.60,0.865,0.021
12216018,90.68,57.25,21.65,12.62,0.850,0.021
12216522,92.44,57.25,21.65,12.62,0.865,0.021
12217026,94.20,57.25,21.81,12.64,0.865,0.036
12217531,91.56,57.25,21.49,12.62,0.865,0.051
12218035,94.20,57.25,21.49,12.66,0.865,0.051
12218539,90.68,57.25,21.49,12.62,0.880,0.021
12219042,91.56,57.25,21.97,12.60,0.865,0.036
12219546,91.56,57.25,21.81,12.60,0.865,0.021
12220050,92.44,57.25,21.49,12.62,0.880,0.036
12220554,93.32,59.89,22.91,12.62,0.865,-0.024
12221058,91.56,58.13,21.97,12.64,0.865,0.036
12221561,90.68,58.13,22.44,12.60,0.865,0.036
12222065,91.56,57.25,21.97,12.60,0.865,0.036
12222569,90.68,58.13,22.12,12.60,0.865,0.021
12223073,91.56,58.13,22.12,12.64,0.865,0.036
12223577,91.56,58.13,21.81,12.64,0.865,0.036
12224080,91.56,58.13,21.81,12.62,0.865,0.021
12224584,92.44,58.13,21.97,12.64,0.865,0.036
12225089,91.56,58.13,21.49,12.60,0.865,0.036
12225593,88.04,58.13,19.44,12.53,0.835,-0.083
12226097,115.31,58.13,22.28,12.44,0.717,0.524
12226600,103.88,83.64,25.12,12.38,0.821,0.569
12227104,117.95,66.05,28.75,12.44,0.791,-0.157
12227608,103.88,59.89,23.38,12.37,0.865,-0.157
12228112,95.08,61.65,21.02,12.86,0.880,0.687
12228616,91.56,57.25,22.12,12.66,0.865,0.080
12229120,94.20,58.13,18.81,12.64,0.865,0.036
12229623,92.44,57.25,21.81,12.64,0.865,0.036
12230127,92.44,57.25,21.81,12.66,0.865,0.036
12230631,91.56,57.25,21.49,12.60,0.865,0.021
12231136,92.44,57.25,21.97,12.64,0.880,0.036
12231640,91.56,57.25,21.65,12.62,0.865,0.021
12232143,92.44,57.25,21.49,12.60,0.865,0.036
12232647,92.44,57.25,21.81,12.60,0.865,0.036
12233151,92.44,57.25,21.49,12.59,0.865,0.006
12233655,89.80,57.25,23.70,12.62,0.865,0.036
12234159,94.20,56.37,21.81,12.62,0.850,0.036
12234662,90.68,56.37,21.34,12.62,0.865,0.036
12235166,89.80,56.37,21.65,12.62,0.880,0.021
12235670,94.20,57.25,21.49,12.60,0.865,0.051
12236174,93.32,56.37,21.81,12.62,0.865,0.036
12236678,94.20,56.37,22.44,12.62,0.865,0.036
12237181,92.44,56.37,20.86,12.64,0.865,0.036
12237685,92.44,56.37,21.97,12.64,0.865,0.036
12238189,95.08,56.37,21.97,12.66,0.850,0.021
12238693,94.20,56.37,21.97,12.64,0.865,0.021
12239198,91.56,55.49,21.81,12.62,0.865,0.036
12239702,91.56,55.49,21.81,12.62,0.880,0.036
12240205,93.32,55.49,22.28,12.60,0.880,0.036
12240709,95.08,55.49,21.18,12.60,0.865,0.021
12241213,91.56,55.49,22.12,12.60,0.865,0.036
12241717,90.68,55.49,21.34,12.64,0.865,0.036
12242221,90.68,55.49,21.49,12.64,0.865,0.036
12242724,93.32,55.49,21.65,12.64,0.865,0.036
12243228,92.44,54.61,21.02,12.62,0.865,0.021
12243732,91.56,54.61,21.18,12.64,0.865,0.051
12244236,93.32,55.49,21.49,12.66,0.865,0.036
12244740,93.32,55.49,19.44,12.64,0.806,-0.068
12245243,96.84,23.82,25.12,12.48,0.895,-0.290
12245747,128.51,37.89,20.55,12.35,0.850,-0.112
12246252,81.88,73.96,21.18,12.59,1.265,0.080
12246756,90.68,53.73,20.86,12.79,0.687,0.376
12247260,91.56,55.49,21.81,12.71,0.806,0.273
12247763,90.68,55.49,21.81,12.59,0.865,0.036
12248267,94.20,55.49,21.49,12.64,0.865,0.036
12248771,99.48,53.73,23.23,12.70,0.850,0.125
12249275,94.20,55.49,21.65,12.64,0.865,0.036
12249779,94.20,55.49,21.65,12.60,0.865,0.036
12250283,92.44,55.49,21.81,12.66,0.865,0.021
12250786,94.20,55.49,21.34,12.64,0.865,0.036
12251290,92.44,55.49,21.81,12.66,0.865,0.036
12251794,89.80,55.49,21.65,12.68,0.865,0.036
12252298,94.20,55.49,22.12,12.64,0.865,0.036
12252802,92.44,55.49,21.81,12.60,0.865,0.021
12253305,91.56,55.49,21.65,12.64,0.880,0.051
12253809,94.20,55.49,21.49,12.62,0.865,0.021
12254314,94.20,56.37,22.91,12.57,0.939,0.021
12254818,91.56,56.37,21.81,12.60,0.880,0.021
12255322,91.56,56.37,21.81,12.62,0.865,0.021
12255825,91.56,56.37,21.81,12.62,0.865,0.036
12256329,91.56,56.37,21.97,12.62,0.865,0.021
12256833,91.56,56.37,21.34,12.62,0.865,0.036
12257337,92.44,56.37,21.97,12.60,0.865,0.051
12257841,94.20,56.37,22.12,12.60,0.865,0.036
12258344,93.32,56.37,21.34,12.68,0.865,0.036
12258848,91.56,56.37,21.97,12.64,0.865,0.036
12259352,90.68,56.37,21.65,12.62,0.865,0.036
12259856,92.44,56.37,22.12,12.60,0.865,0.021
12260360,89.80,56.37,22.75,12.64,0.895,0.036
