Time,Temp1F,Temp2F,RH,Pres,AccX,AccZ
4975623,46.69,2.70,14.24,0.32,0.139,-0.749
4976126,47.57,2.70,14.08,0.09,0.139,-0.986
4976630,59.01,2.70,18.02,0.20,-0.186,-0.883
4977134,47.57,2.70,15.34,0.12,0.021,-0.897
4977638,45.81,2.70,15.03,0.09,0.021,-0.883
4978142,49.33,2.70,15.50,0.10,0.021,-0.868
4978646,48.45,2.70,15.97,0.14,0.021,-0.868
4979149,47.57,2.70,14.87,0.12,0.036,-0.883
4979653,48.45,1.82,15.82,0.10,0.021,-0.868
4980156,47.57,2.70,15.34,0.12,-0.009,-0.868
4980660,49.33,1.82,15.34,0.10,-0.009,-0.853
4981164,47.57,2.70,15.97,0.12,0.006,-0.853
4981667,47.57,2.70,15.66,0.14,0.006,-0.868
4982171,49.33,2.70,15.82,0.10,0.006,-0.868
4982675,48.45,2.70,15.82,0.12,-0.024,-0.823
4983179,49.33,2.70,16.13,0.12,0.006,-0.868
4983683,47.57,2.70,15.66,0.09,0.006,-0.853
4984186,49.33,2.70,15.82,0.10,-0.038,-0.853
4984690,49.33,2.70,15.66,0.10,0.006,-0.868
4985194,48.45,2.70,15.82,0.14,0.006,-0.868
4985698,47.57,2.70,14.87,0.12,0.036,-0.883
4986202,49.33,2.70,16.45,0.12,0.006,-0.883
4986705,47.57,3.58,15.50,0.12,0.036,-0.897
4987209,49.33,3.58,15.97,0.10,0.036,-0.897
4987712,48.45,2.70,15.34,0.12,0.021,-0.897
4988216,59.01,2.70,18.02,0.20,-0.142,-0.838
4988720,45.81,3.58,15.03,0.10,0.036,-0.912
4989223,49.33,3.58,15.19,0.10,0.036,-0.912
4989727,49.33,3.58,15.82,0.10,0.021,-0.912
4990231,46.69,3.58,15.19,0.12,0.036,-0.912
4990735,47.57,4.46,16.13,0.10,0.006,-0.927
4991239,48.45,3.58,16.29,0.10,0.006,-0.897
4991742,48.45,3.58,15.34,0.12,0.021,-0.912
4992246,40.53,3.58,18.50,0.18,0.021,-0.986
4992750,59.01,4.46,20.23,0.01,0.095,-0.868
4993254,23.82,12.38,17.24,0.18,0.036,-0.764
4993758,36.13,11.50,13.29,0.18,-0.024,-0.764
4994262,66.05,0.94,16.61,0.09,0.169,-0.971
4994765,49.33,2.70,16.29,0.14,-0.068,-0.883
4995268,47.57,3.58,15.82,0.12,0.006,-0.853
4995772,48.45,3.58,16.13,0.10,-0.009,-0.868
4996276,48.45,3.58,15.66,0.09,0.021,-0.853
4996780,48.45,3.58,15.50,0.09,0.021,-0.853
4997283,48.45,3.58,15.50,0.10,0.021,-0.883
4997787,49.33,3.58,15.97,0.10,0.021,-0.883
4998291,45.81,3.58,15.82,0.12,-0.009,-0.868
4998795,49.33,3.58,15.50,0.10,0.006,-0.868
4999299,47.57,3.58,16.61,0.10,0.006,-0.897
4999802,59.01,3.58,15.19,0.20,0.021,-0.838
5000306,47.57,3.58,16.45,0.10,0.051,-0.883
5000810,47.57,3.58,16.13,0.10,0.021,-0.883
5001314,47.57,2.70,15.97,0.10,-0.024,-0.883
5001818,47.57,2.70,15.82,0.09,0.021,-0.883
5002320,47.57,2.70,15.50,0.14,0.006,-0.897
5002824,46.69,2.70,15.66,0.12,0.021,-0.883
5003328,47.57,2.70,15.50,0.10,0.021,-0.883
5003832,47.57,3.58,15.34,0.14,0.021,-0.883
5004336,47.57,2.70,15.82,0.12,-0.024,-0.883
5004839,46.69,2.70,15.97,0.12,-0.038,-0.883
5005343,48.45,2.70,15.66,0.14,-0.009,-0.883
5005847,46.69,3.58,15.66,0.09,0.021,-0.883
5006351,47.57,3.58,15.82,0.10,0.021,-0.868
5006855,48.45,3.58,15.82,0.12,0.051,-0.883
5007358,48.45,3.58,15.66,0.09,0.006,-0.883
5007862,46.69,3.58,15.82,0.14,0.036,-0.883
5008366,46.69,3.58,16.45,0.10,0.006,-0.868
5008870,46.69,3.58,15.82,0.14,0.036,-0.883
5009374,46.69,3.58,15.66,0.12,-0.024,-0.883
5009878,47.57,3.58,16.61,0.12,-0.024,-0.868
5010380,48.45,3.58,14.87,0.10,-0.009,-0.883
5010884,46.69,3.58,18.02,0.09,-0.038,-0.927
5011388,68.69,3.58,18.34,0.32,-0.068,-0.853
5011892,68.69,6.22,16.13,0.09,-0.053,-0.986
5012396,32.62,19.42,19.29,0.40,-0.053,-0.838
5012899,44.93,3.58,18.18,-0.28,-0.201,-0.986
5013403,48.45,3.58,15.34,0.01,-0.068,-0.986
5013907,46.69,3.58,16.13,0.12,0.036,-0.897
5014411,49.33,3.58,16.13,0.14,0.021,-0.897
5014915,47.57,3.58,16.29,0.10,0.006,-0.897
5015418,48.45,3.58,15.50,0.10,0.006,-0.897
5015922,48.45,3.58,15.66,0.14,0.021,-0.897
5016426,47.57,3.58,15.82,0.10,0.006,-0.897
5016930,46.69,3.58,16.61,0.14,0.006,-0.897
5017434,53.73,3.58,15.50,0.20,-0.009,-0.912
5017937,47.57,4.46,15.66,0.14,0.006,-0.897
5018440,49.33,4.46,15.66,0.12,0.021,-0.883
5018944,48.45,4.46,15.82,0.10,0.036,-0.868
5019448,47.57,4.46,16.61,0.10,0.021,-0.868
5019952,46.69,4.46,16.13,0.09,0.036,-0.853
5020455,47.57,4.46,15.66,0.12,0.036,-0.868
5020959,48.45,4.46,15.82,0.10,0.006,-0.868
5021463,49.33,4.46,15.82,0.12,0.006,-0.838
5021967,48.45,4.46,15.66,0.12,0.006,-0.853
5022471,46.69,4.46,16.45,0.09,-0.038,-0.868
5022974,49.33,4.46,15.66,0.09,-0.009,-0.838
5023478,47.57,4.46,15.19,0.10,0.021,-0.838
5023982,46.69,4.46,15.97,0.09,0.006,-0.868
5024486,48.45,4.46,16.13,0.10,0.021,-0.868
5024990,46.69,4.46,15.97,0.10,0.006,-0.883
5025492,47.57,4.46,16.13,0.09,0.021,-0.883
5025996,47.57,4.46,16.13,0.10,0.051,-0.883
5026500,49.33,4.46,15.97,0.09,0.021,-0.897
5027004,47.57,5.34,15.97,0.14,0.021,-0.883
5027508,49.33,5.34,15.82,0.09,0.006,-0.897
5028012,47.57,5.34,15.66,0.12,0.006,-0.927
5028515,48.45,5.34,15.34,0.14,0.021,-0.927
5029019,47.57,4.46,15.50,0.10,0.006,-0.927
5029523,50.21,4.46,16.76,0.01,0.302,-0.986
5030027,51.09,2.70,18.50,0.14,0.080,-0.942
5030531,49.33,4.46,15.97,0.14,0.036,-0.927
5031034,48.45,4.46,15.66,0.14,0.021,-0.883
5031538,47.57,4.46,15.03,0.10,0.006,-0.897
5032042,50.21,4.46,15.82,0.10,0.006,-0.883
5032545,47.57,5.34,16.45,0.10,0.006,-0.897
5033049,46.69,5.34,15.97,0.09,0.006,-0.883
5033552,47.57,5.34,15.66,0.10,-0.009,-0.883
5034056,48.45,5.34,15.66,0.10,-0.009,-0.868
5034560,48.45,5.34,15.66,0.10,0.006,-0.853
5035064,46.69,5.34,16.13,0.09,0.006,-0.853
5035568,47.57,6.22,15.66,0.14,0.006,-0.868
5036071,50.21,6.22,15.82,0.10,0.036,-0.868
5036575,48.45,6.22,15.97,0.12,0.021,-0.868
5037079,48.45,6.22,15.97,0.12,0.021,-0.883
5037583,48.45,6.22,15.66,0.12,-0.009,-0.897
5038087,46.69,6.22,16.13,0.14,-0.009,-0.897
5038590,48.45,6.22,16.13,0.10,-0.009,-0.883
5039094,47.57,6.22,15.66,0.10,0.021,-0.868
5039598,47.57,7.10,15.50,0.12,0.021,-0.868
5040102,47.57,7.10,16.29,0.12,0.021,-0.883
5040605,54.61,6.22,18.81,0.09,0.154,-0.957
5041108,49.33,6.22,15.97,0.09,0.021,-0.897
5041612,50.21,6.22,15.66,0.10,0.021,-0.897
5042116,48.45,6.22,15.82,0.10,-0.024,-0.912
5042620,47.57,6.22,15.66,0.09,-0.024,-0.912
5043124,46.69,5.34,16.13,0.12,0.006,-0.897
5043628,54.61,5.34,20.07,0.16,0.273,-0.883
5044131,68.69,6.22,19.76,0.18,0.154,-0.971
5044635,53.73,19.42,15.97,-0.19,-0.024,-0.734
5045139,46.69,7.10,14.40,0.32,0.302,-1.179
5045643,48.45,6.22,18.02,0.20,0.169,-0.720
5046147,47.57,6.22,15.66,0.10,-0.290,-0.809
5046650,39.65,6.22,17.08,0.14,-0.038,-0.838
5047154,49.33,6.22,16.13,0.12,0.021,-0.853
5047658,47.57,6.22,15.50,0.14,0.036,-0.868
5048162,48.45,6.22,16.13,0.10,0.036,-0.868
5048666,47.57,6.22,15.97,0.14,0.021,-0.883
5049168,48.45,6.22,15.66,0.10,0.036,-0.897
5049672,49.33,6.22,15.50,0.10,-0.024,-0.912
5050176,50.21,6.22,16.45,0.09,0.006,-0.883
5050680,47.57,6.22,15.34,0.10,-0.009,-0.897
5051184,48.45,5.34,15.34,0.10,0.006,-0.883
5051687,49.33,5.34,16.13,0.09,0.051,-0.912
5052191,39.65,7.10,16.76,0.21,-0.009,-0.868
5052695,48.45,5.34,15.66,0.09,0.006,-0.883
5053199,48.45,6.22,16.45,0.10,0.006,-0.897
5053703,49.33,6.22,15.97,0.09,0.021,-0.883
5054206,47.57,6.22,15.97,0.10,0.051,-0.883
5054710,46.69,6.22,16.13,0.14,0.036,-0.912
5055214,49.33,6.22,15.82,0.14,0.036,-0.897
5055718,48.45,6.22,15.82,0.10,0.065,-0.868
5056222,48.45,6.22,16.13,0.09,0.051,-0.868
5056724,47.57,7.10,15.82,0.12,-0.024,-0.868
5057228,49.33,6.22,15.34,0.09,-0.009,-0.897
5057732,47.57,6.22,15.66,0.09,0.006,-0.868
5058236,47.57,7.10,15.66,0.12,0.006,-0.868
5058740,47.57,7.10,16.13,0.09,0.021,-0.883
5059244,48.45,7.10,16.29,0.12,-0.009,-0.853
5059747,47.57,7.10,16.13,0.09,-0.009,-0.853
5060251,50.21,7.10,16.13,0.09,0.051,-0.853
5060755,47.57,7.10,16.13,0.14,0.051,-0.883
5061259,47.57,7.10,15.97,0.10,0.006,-0.897
5061763,54.61,7.10,17.55,0.25,-0.127,-1.016
5062266,68.69,7.10,20.39,0.14,0.021,-0.853
5062770,46.69,16.78,20.39,-0.13,0.199,-0.971
5063274,37.89,-16.65,15.97,0.29,-0.098,-0.838
5063778,37.89,8.86,17.24,0.01,-0.216,-1.075
5064282,54.61,9.74,20.23,0.29,-0.083,-0.957
5064785,47.57,7.10,15.82,0.09,0.110,-0.942
5065288,49.33,7.10,15.82,0.09,0.006,-0.883
5065792,47.57,7.10,15.82,0.12,0.021,-0.883
5066296,50.21,7.10,15.50,0.10,0.021,-0.897
5066800,47.57,7.98,15.66,0.12,0.051,-0.912
5067303,48.45,7.10,16.13,0.10,0.051,-0.883
5067807,46.69,7.10,15.66,0.09,0.006,-0.883
5068311,47.57,7.98,16.13,0.14,0.036,-0.912
5068815,47.57,7.98,15.97,0.10,0.006,-0.868
5069319,49.33,7.98,16.13,0.14,0.006,-0.912
5069822,54.61,6.22,18.97,0.10,0.095,-0.912
5070326,47.57,7.10,15.34,0.10,0.036,-0.897
5070830,49.33,7.98,16.45,0.14,0.021,-0.897
5071334,47.57,7.98,15.97,0.10,0.021,-0.868
5071838,47.57,7.98,15.97,0.10,0.036,-0.868
5072342,49.33,7.98,16.45,0.09,0.021,-0.868
5072844,47.57,7.98,16.13,0.12,0.021,-0.868
5073348,50.21,7.10,15.82,0.10,0.036,-0.868
5073852,48.45,7.10,16.13,0.09,0.006,-0.883
5074356,50.21,7.10,16.13,0.10,0.021,-0.868
5074860,49.33,7.10,16.13,0.09,0.036,-0.883
5075363,47.57,7.98,15.66,0.12,0.021,-0.897
5075867,50.21,7.98,16.13,0.09,0.036,-0.868
5076371,47.57,7.98,15.66,0.10,0.036,-0.883
5076875,47.57,7.98,15.34,0.10,0.021,-0.868
5077379,50.21,8.86,15.66,0.10,0.021,-0.868
5077882,49.33,8.86,16.13,0.14,0.006,-0.883
5078386,50.21,8.86,15.66,0.12,0.006,-0.897
5078890,49.33,8.86,15.66,0.12,0.021,-0.883
5079394,47.57,9.74,16.13,0.10,0.021,-0.883
5079898,50.21,9.74,16.13,0.07,0.006,-0.897
5080400,45.81,10.62,18.50,0.21,-0.024,-1.045
5080904,37.89,7.98,17.39,-0.24,0.184,-0.957
5081408,53.73,4.46,14.24,0.10,-0.275,-0.853
5081912,53.73,4.46,20.55,-0.12,0.213,-0.986
5082416,49.33,11.50,15.97,0.12,-0.098,-0.838
5082919,50.21,11.50,15.34,0.10,0.006,-0.897
5083423,49.33,11.50,15.97,0.14,0.006,-0.912
5083927,49.33,11.50,16.13,0.10,0.021,-0.883
5084431,49.33,11.50,15.97,0.09,-0.024,-0.897
5084935,48.45,11.50,16.45,0.09,0.021,-0.897
5085438,50.21,11.50,15.66,0.10,0.006,-0.868
5085942,49.33,11.50,15.97,0.12,0.051,-0.883
5086446,49.33,10.62,16.45,0.10,0.006,-0.853
5086950,49.33,11.50,16.13,0.10,0.021,-0.853
5087454,49.33,11.50,15.34,0.09,-0.024,-0.853
5087958,50.21,11.50,15.82,0.12,-0.024,-0.853
5088461,50.21,11.50,15.50,0.10,0.006,-0.897
5088965,50.21,11.50,15.97,0.09,0.006,-0.868
5089469,50.21,11.50,15.66,0.09,0.051,-0.883
5089973,47.57,10.62,15.97,0.14,0.036,-0.868
5090477,48.45,10.62,15.82,0.12,0.006,-0.897
5090980,50.21,10.62,16.13,0.14,0.006,-0.883
5091484,47.57,11.50,15.50,0.09,0.006,-0.883
5091988,48.45,11.50,15.66,0.12,0.036,-0.897
5092492,49.33,11.50,15.97,0.09,0.021,-0.912
5092996,47.57,11.50,15.19,0.12,0.021,-0.868
5093499,48.45,11.50,15.82,0.12,0.006,-0.927
5094003,50.21,11.50,15.82,0.10,0.021,-0.897
5094507,54.61,11.50,13.14,0.05,0.021,-0.957
5095011,68.69,7.10,16.61,-0.13,-0.068,-0.853
5095515,39.65,16.78,21.65,0.31,-0.098,-0.838
5096018,41.41,18.54,20.55,-0.15,-0.009,-0.675
5096522,49.33,10.62,15.97,0.05,0.021,-1.253
5097026,50.21,10.62,16.29,0.07,0.021,-0.868
5097529,50.21,11.50,15.97,0.10,0.006,-0.897
5098033,50.21,10.62,15.66,0.10,0.006,-0.868
5098536,56.37,12.38,16.61,0.23,-0.024,-0.912
5099040,50.21,10.62,15.50,0.10,0.021,-0.868
5099544,50.21,10.62,16.13,0.10,0.021,-0.853
5100048,48.45,10.62,16.13,0.10,0.021,-0.883
5100552,47.57,10.62,16.13,0.10,0.006,-0.912
5101056,49.33,10.62,16.13,0.12,0.006,-0.912
5101559,49.33,10.62,16.13,0.12,0.006,-0.897
5102063,50.21,10.62,15.50,0.12,0.051,-0.868
5102567,47.57,11.50,15.66,0.09,0.006,-0.853
5103071,49.33,11.50,15.82,0.09,0.006,-0.853
5103575,50.21,11.50,15.97,0.10,0.080,-0.868
5104078,49.33,11.50,16.13,0.10,0.021,-0.868
5104582,49.33,11.50,15.82,0.09,-0.024,-0.897
5105086,49.33,11.50,15.66,0.09,0.021,-0.912
5105590,49.33,10.62,15.19,0.12,0.006,-0.897
5106094,49.33,11.50,15.97,0.10,0.021,-0.883
5106597,50.21,11.50,16.13,0.10,0.036,-0.883
5107101,50.21,11.50,15.50,0.10,-0.024,-0.883
5107605,50.21,10.62,15.50,0.09,0.021,-0.883
5108109,50.21,11.50,15.82,0.07,-0.024,-0.912
5108613,47.57,11.50,15.97,0.12,0.021,-0.883
5109116,47.57,10.62,15.34,0.10,0.051,-0.927
5109620,49.33,10.62,15.97,0.09,0.051,-0.912
5110124,49.33,10.62,15.34,0.07,0.006,-0.868
5110628,49.33,9.74,15.50,0.12,-0.009,-0.883
5111132,50.21,9.74,15.82,0.09,-0.024,-0.853
5111635,47.57,9.74,15.97,0.14,0.036,-0.868
5112139,50.21,9.74,15.97,0.09,0.051,-0.868
5112643,46.69,9.74,15.34,0.05,0.036,-0.927
5113147,25.58,9.74,17.08,0.25,0.199,-0.779
5113650,60.77,4.46,15.97,-0.12,0.065,-1.105
5114153,47.57,15.02,19.29,-0.06,-0.009,-0.883
5114657,49.33,15.90,14.40,-0.01,-0.157,-0.883
5115161,50.21,9.74,14.40,0.21,0.125,-0.646
5115665,39.65,10.62,16.13,0.18,0.006,-0.883
5116169,49.33,10.62,15.66,0.10,0.021,-0.868
5116673,50.21,10.62,15.34,0.09,0.051,-0.883
5117176,48.45,10.62,16.13,0.10,0.036,-0.897
5117680,50.21,10.62,15.50,0.12,0.021,-0.897
5118184,48.45,10.62,15.82,0.10,0.051,-0.912
5118688,48.45,10.62,15.66,0.09,0.036,-0.897
5119192,49.33,10.62,15.97,0.09,0.036,-0.897
5119695,49.33,10.62,15.97,0.09,0.051,-0.912
5120199,49.33,10.62,15.82,0.10,0.021,-0.883
5120703,50.21,10.62,15.82,0.10,-0.024,-0.883
5121207,50.21,10.62,16.13,0.09,0.006,-0.897
5121711,47.57,10.62,15.66,0.10,0.036,-0.897
5122214,48.45,10.62,16.13,0.10,0.051,-0.912
5122718,50.21,10.62,15.19,0.09,0.036,-0.897
5123222,48.45,10.62,15.66,0.10,0.036,-0.897
5123726,50.21,10.62,15.50,0.10,0.021,-0.883
5124230,50.21,10.62,15.50,0.10,0.006,-0.897
5124733,50.21,10.62,15.82,0.09,0.036,-0.853
5125237,49.33,10.62,15.82,0.07,0.036,-0.868
5125741,49.33,10.62,16.13,0.09,0.021,-0.883
5126245,50.21,10.62,15.82,0.07,0.036,-0.883
5126749,49.33,10.62,15.50,0.09,0.006,-0.883
5127252,50.21,10.62,16.45,0.07,0.036,-0.883
5127756,50.21,10.62,15.82,0.07,0.021,-0.883
5128260,50.21,10.62,15.50,0.09,-0.024,-0.853
5128764,50.21,10.62,15.82,0.09,0.021,-0.853
5129268,48.45,10.62,15.66,0.09,0.051,-0.883
5129772,50.21,10.62,15.82,0.07,0.006,-0.883
5130275,49.33,10.62,15.66,0.10,0.006,-0.868
5130778,49.33,10.62,15.50,0.09,-0.009,-0.883
5131282,49.33,10.62,15.66,0.09,-0.009,-0.897
5131786,44.93,10.62,17.71,0.21,0.006,-0.853
5132290,38.77,7.10,17.24,0.34,-0.216,-0.749
5132793,25.58,10.62,16.92,0.12,0.006,-1.223
5133297,52.85,24.70,19.60,0.20,0.065,-1.031
5133801,44.93,10.62,19.29,0.10,-0.068,-1.223
5134305,49.33,9.74,15.97,-0.10,-0.246,-1.223
5134809,50.21,9.74,15.97,0.09,0.006,-0.912
5135312,49.33,9.74,15.34,0.12,-0.009,-0.897
5135816,50.21,8.86,16.13,0.05,0.006,-0.897
5136320,51.09,8.86,16.13,0.10,0.021,-0.897
5136824,48.45,8.86,15.66,0.10,0.006,-0.868
5137328,49.33,8.86,15.66,0.10,-0.009,-0.868
5137831,50.21,8.86,16.13,0.09,-0.009,-0.883
5138335,50.21,8.86,15.34,0.09,0.021,-0.883
5138839,54.61,7.10,17.24,0.21,-0.009,-0.838
5139343,48.45,8.86,15.50,0.10,0.036,-0.868
5139847,50.21,8.86,15.19,0.10,0.006,-0.868
5140349,48.45,8.86,16.29,0.10,0.006,-0.868
5140853,51.09,8.86,15.34,0.10,0.021,-0.868
5141357,50.21,8.86,15.97,0.10,0.006,-0.868
5141861,48.45,8.86,15.82,0.12,0.006,-0.868
5142365,54.61,9.74,16.29,0.20,0.110,-0.912
5142868,54.61,7.10,18.34,0.18,-0.201,-1.105
5143372,65.17,5.34,15.50,0.10,0.273,-0.971
5143876,48.45,9.74,14.87,0.01,-0.275,-0.794
5144380,41.41,9.74,15.50,0.10,-0.216,-1.164
5144884,50.21,9.74,15.50,0.09,-0.024,-0.883
5145388,50.21,9.74,15.82,0.09,0.021,-0.868
5145891,49.33,9.74,16.13,0.10,0.021,-0.868
5146395,50.21,9.74,15.50,0.09,0.036,-0.883
5146899,48.45,9.74,15.50,0.09,0.051,-0.912
5147402,50.21,9.74,15.34,0.09,0.006,-0.883
5147906,49.33,9.74,15.97,0.12,0.051,-0.897
5148409,48.45,9.74,15.66,0.14,0.006,-0.883
5148913,50.21,10.62,15.66,0.10,0.051,-0.868
5149417,48.45,10.62,15.66,0.10,0.051,-0.897
5149921,49.33,10.62,16.29,0.10,0.036,-0.897
5150425,68.69,9.74,15.50,0.14,0.021,-0.868
5150928,50.21,9.74,15.66,0.09,0.021,-0.883
5151432,50.21,10.62,15.66,0.09,0.021,-0.853
5151936,49.33,10.62,15.19,0.10,0.021,-0.883
5152440,50.21,10.62,15.50,0.10,0.036,-0.883
5152944,49.33,10.62,15.66,0.12,0.006,-0.883
5153447,49.33,10.62,15.19,0.10,-0.009,-0.853
5153951,49.33,10.62,15.82,0.07,0.006,-0.853
5154455,50.21,10.62,15.97,0.09,0.021,-0.912
5154959,50.21,10.62,15.82,0.09,0.021,-0.897
5155463,50.21,9.74,15.82,0.09,0.021,-0.897
5155966,39.65,12.38,16.61,0.18,-0.068,-0.853
5156470,48.45,9.74,15.82,0.10,-0.009,-0.883
5156974,50.21,9.74,16.13,0.09,-0.009,-0.897
5157478,49.33,9.74,15.03,0.09,0.006,-0.912
5157982,50.21,9.74,16.45,0.09,0.006,-0.897
5158486,48.45,9.74,15.66,0.10,-0.009,-0.868
5158988,50.21,9.74,15.66,0.09,0.021,-0.912
5159492,51.09,9.74,15.97,0.09,0.036,-0.883
5159996,47.57,9.74,16.45,-0.06,-0.083,-0.853
5160500,39.65,7.10,20.23,0.34,0.273,-0.883
5161004,47.57,9.74,18.65,0.10,-0.068,-1.001
5161507,56.37,-4.33,15.19,0.14,-0.275,-0.823
5162011,54.61,7.10,14.56,0.16,-0.083,-0.971
5162515,50.21,10.62,15.82,0.09,-0.068,-0.838
5163019,50.21,10.62,15.66,0.10,-0.009,-0.883
5163523,50.21,10.62,15.50,0.10,0.021,-0.897
5164026,50.21,10.62,16.13,0.10,0.006,-0.868
5164530,50.21,10.62,15.50,0.09,-0.009,-0.868
5165034,50.21,10.62,15.50,0.10,-0.009,-0.868
5165538,50.21,10.62,15.82,0.07,0.021,-0.883
5166042,49.33,10.62,16.29,0.14,0.036,-0.868
5166545,49.33,10.62,15.97,0.12,-0.009,-0.868
5167049,49.33,10.62,15.82,0.05,0.006,-0.883
5167553,54.61,7.98,15.50,0.05,-0.009,-0.942
5168057,50.21,11.50,15.19,0.07,0.036,-0.868
5168561,50.21,10.62,15.82,0.07,-0.024,-0.897
5169064,50.21,10.62,15.50,0.09,-0.024,-0.868
5169568,48.45,10.62,15.97,0.12,-0.009,-0.883
5170072,48.45,10.62,15.66,0.10,0.006,-0.912
5170576,50.21,10.62,15.97,0.09,-0.009,-0.897
5171080,50.21,10.62,15.50,0.10,0.006,-0.897
5171582,50.21,10.62,15.82,0.10,0.006,-0.883
5172086,49.33,10.62,16.13,0.07,-0.009,-0.883
5172590,49.33,10.62,15.66,0.07,0.006,-0.868
5173094,39.65,12.38,16.76,0.01,0.006,-0.927
5173598,49.33,11.50,15.50,0.09,0.006,-0.868
5174102,50.21,11.50,15.82,0.10,0.006,-0.868
5174605,49.33,10.62,15.82,0.12,0.006,-0.883
5175109,50.21,10.62,15.97,0.07,0.006,-0.868
5175613,49.33,10.62,15.50,0.09,0.021,-0.868
5176117,51.09,10.62,16.13,0.12,0.021,-0.868
5176621,49.33,10.62,15.97,0.09,0.021,-0.868
5177124,49.33,10.62,15.97,0.10,0.006,-0.868
5177628,50.21,10.62,15.82,0.09,-0.009,-0.868
5178132,50.21,10.62,15.82,0.10,-0.009,-0.868
5178636,51.09,10.62,15.82,0.09,0.006,-0.883
5179140,49.33,10.62,16.92,0.21,0.065,-0.927
5179643,37.89,7.10,18.50,0.10,0.139,-0.971
5180147,25.58,-2.57,15.66,-0.06,0.332,-0.853
5180651,68.69,19.42,16.92,-0.06,0.110,-1.016
5181155,49.33,15.90,16.92,0.23,-0.201,-0.631
5181659,49.33,10.62,15.97,0.10,0.006,-1.253
5182162,49.33,10.62,15.82,0.10,-0.024,-0.897
5182666,51.09,10.62,15.82,0.09,-0.024,-0.897
5183170,49.33,10.62,15.97,0.07,0.021,-0.912
5183674,50.21,11.50,15.19,0.10,0.036,-0.883
5184178,50.21,11.50,15.82,0.09,0.036,-0.883
5184681,44.93,12.38,16.92,0.16,-0.038,-0.957
5185185,50.21,11.50,16.13,0.09,0.006,-0.927
5185689,50.21,11.50,16.13,0.10,-0.024,-0.883
5186193,51.97,11.50,15.66,0.10,-0.009,-0.853
5186697,50.21,11.50,16.13,0.10,0.036,-0.897
5187200,51.09,11.50,15.34,0.10,-0.009,-0.897
5187703,51.09,11.50,15.82,0.05,0.021,-0.883
5188207,51.97,11.50,15.97,0.09,-0.024,-0.883
5188711,49.33,11.50,15.82,0.10,0.006,-0.897
5189215,51.09,11.50,15.82,0.12,0.021,-0.883
5189719,49.33,11.50,15.97,0.10,0.021,-0.897
5190222,54.61,11.50,16.76,0.03,0.006,-0.838
5190726,51.97,10.62,15.50,0.09,0.006,-0.897
5191230,48.45,10.62,15.82,0.10,0.006,-0.897
5191734,49.33,10.62,15.97,0.10,0.006,-0.868
5192238,50.21,10.62,15.82,0.09,0.006,-0.838
5192741,50.21,10.62,15.97,0.09,0.006,-0.853
5193245,49.33,10.62,15.50,0.09,0.006,-0.823
5193749,50.21,11.50,15.97,0.09,-0.009,-0.838
5194253,48.45,10.62,15.66,0.09,-0.009,-0.868
5194757,50.21,11.50,15.50,0.10,0.006,-0.868
5195260,51.09,10.62,15.66,0.09,-0.009,-0.853
5195764,39.65,12.38,16.13,0.18,0.006,-0.853
5196268,49.33,11.50,16.13,0.12,0.006,-0.868
5196772,48.45,11.50,18.02,0.12,-0.127,-0.883
5197276,63.41,16.78,17.71,-0.13,0.095,-1.223
5197779,51.09,15.90,15.82,0.21,-0.068,-1.105
5198283,56.37,4.46,17.24,0.25,-0.038,-0.838
5198787,51.09,13.26,15.82,0.10,0.021,-0.897
5199291,49.33,13.26,15.50,0.10,0.021,-0.912
5199795,51.09,13.26,15.82,0.10,-0.009,-0.897
5200299,51.09,13.26,15.82,0.09,0.036,-0.897
5200802,49.33,13.26,16.45,0.09,0.051,-0.927
5201306,49.33,13.26,16.13,0.07,0.006,-0.883
5201810,50.21,13.26,16.61,0.10,0.036,-0.927
5202314,51.09,13.26,15.82,0.10,0.021,-0.912
5202817,49.33,12.38,15.82,0.10,0.036,-0.912
5203320,51.09,12.38,15.66,0.09,-0.024,-0.912
5203824,50.21,12.38,16.13,0.09,-0.024,-0.912
5204328,51.09,11.50,15.97,0.09,0.021,-0.868
5204832,51.09,11.50,15.82,0.09,-0.024,-0.897
5205336,49.33,11.50,16.29,0.09,0.036,-0.897
5205839,51.09,11.50,16.29,0.09,0.006,-0.868
5206343,51.09,11.50,15.82,0.09,-0.024,-0.868
5206847,50.21,11.50,15.50,0.10,0.051,-0.883
5207351,51.97,11.50,15.82,0.09,0.036,-0.883
5207855,51.09,11.50,16.13,0.09,0.021,-0.853
5208358,54.61,11.50,18.50,0.25,-0.127,-0.794
5208862,54.61,7.10,15.97,0.14,-0.127,-0.883
5209366,67.81,16.78,17.71,0.10,-0.024,-0.986
5209870,51.97,15.90,17.55,-0.01,-0.216,-0.646
5210374,51.09,12.38,15.82,0.14,-0.024,-0.838
5210877,50.21,12.38,15.66,0.09,-0.009,-0.986
5211381,50.21,12.38,15.66,0.10,0.006,-0.897
5211885,49.33,12.38,15.66,0.12,0.006,-0.897
5212389,51.97,12.38,15.03,0.12,0.006,-0.912
5212893,44.93,11.50,16.92,0.01,0.051,-0.986
5213396,51.09,13.26,16.13,0.07,0.021,-0.912
5213900,50.21,13.26,16.45,0.10,0.006,-0.897
5214404,49.33,13.26,15.66,0.10,0.006,-0.883
5214908,49.33,13.26,15.82,0.10,0.006,-0.912
